id,prenom,nom,genre,orientation,age,email,username,password,ville,pays,hobby1,hobby2,hobby3,taille,poids
109,Corinne,Tanguy,Femme,Hétérosexuel.le,56,corinne.tanguy.7292.847@tele2.fr,CorinneTanguy6176324,e82fed54ff2e270abe22f0f9ac29e9756abd1d359ec54c19cf05f2b29d921d87,Toulouse,France,théâtre,,,165.4,52.3
110,Inès,Gimenez,Femme,Hétérosexuel.le,52,inès.gimenez.484.5565@free.fr,InèsGimenez2693460,08dc63ff7786951b940c282920133d1af97b3868b3e95d66fb1388e1869803a7,Paris,France,jeu de société,cuisine,photographie,163.9,79.8
111,Margaret,Pichon,Non-binaire,Homosexuel.le,23,margaret.pichon.1908.8842@gmail.com,MargaretPichon16870536,1bbfff15b17f1ea293cc9fa61adacf353f2a394e9fa4cb4a4d62174759557f3b,Paris,France,jeu de société,,,161.1,90.3
112,Valentine,Lamy,Femme,Hétérosexuel.le,36,valentine.lamy.7393.6411@tele2.fr,ValentineLamy47396523,23cb14554dadaa305a51588b81b86075130cb0c9a190fe3ec248d905e7c3f0bc,Toulouse,France,photographie,musique,,161.9,70.8
113,Margaud,Barre,Femme,Hétérosexuel.le,40,margaud.barre.4050.467@wanadoo.fr,MargaudBarre1891350,4d2a9388321c948445102c9ce68c207cc5f82a5cd71b4caa5caf486db07a4e7c,Toulouse,France,yoga,sport,soirées,157.8,68.2
114,Yves,Garcia,Homme,Hétérosexuel.le,40,yves.garcia.3621.9789@tiscali.fr,YvesGarcia35445969,d7aed063e7289d4f1dcb0e37ffd226a9511ef149d4339a7e36412020353d0fee,Paris,France,théâtre,,,178.4,76.4
115,Gilbert,Rodriguez,Homme,Hétérosexuel.le,22,gilbert.rodriguez.9781.3748@noos.fr,GilbertRodriguez36659188,8d84eff129e0db1650807147b41a9bf09052722a09dbc88780b290bf32e5f466,Marseille,France,animaux,sport,voyage,176.2,97.4
116,Paulette,Weber,Femme,Hétérosexuel.le,64,paulette.weber.1864.6426@wanadoo.fr,PauletteWeber11978064,b50e9840c3738d73f8541d14193f42aa8923c994013821f7462d77f904eb4342,Lille,France,musique,,,183.7,74.5
117,Alphonse,Riou,Homme,Hétérosexuel.le,47,alphonse.riou.7287.5069@gmail.com,AlphonseRiou36937803,ad0f37f7ccb748b8f4795fb2d64321ae0fb28a1537648482bff0dcb5e4cb78d5,Marseille,France,danse,,,167.3,80.9
118,Aurore,Torres,Femme,Hétérosexuel.le,55,aurore.torres.8041.1102@tiscali.fr,AuroreTorres8861182,d3ecee7f04663e3def056bbc0a3e9dcb769bb9e537d6b9d081599e6253d7e01b,Montpellier,France,musique,,,171.4,89.9
119,William,Durand,Homme,Homosexuel.le,47,william.durand.9272.9588@laposte.net,WilliamDurand88899936,fca7603b584cb93ce73d1a63dc4031fb5758f056fc1e29d9664f14f38c8e43b4,Lyon,France,photographie,randonnée,,191.2,106.9
120,Thibault,Lévy,Homme,Hétérosexuel.le,35,thibault.lévy.6758.4470@bouygtel.fr,ThibaultLévy30208260,a7a88e394c877edf6567a89dbe14867a0a61b2cc35abb0e69a81844d64e4baab,Marseille,France,photographie,théâtre,jeux vidéo,188.1,96.1
121,Jeannine,Blot,Femme,Hétérosexuel.le,32,jeannine.blot.9845.5429@laposte.net,JeannineBlot53448505,24f72502e222ed61d95d90ba7f4ca1aa0c9f4476864b73a5081716b987d5d1f2,Lyon,France,dessin,,,169.0,56.9
122,Pierre,Leconte,Homme,Autre,59,pierre.leconte.879.4838@hotmail.fr,PierreLeconte4252602,b0617831b8f0d27c48941869c29df6fdb2a29c972ac438635214a42b03c996ba,Lyon,France,théâtre,jeu de société,,184.9,96.6
123,Paul,Payet,Homme,Hétérosexuel.le,50,paul.payet.4579.1442@dbmail.com,PaulPayet6602918,880b3ed08a222291c983595da275d181b2d098d6697a616682166e5ee7f5b938,Bordeaux,France,voyage,animaux,soirées,182.6,73.2
124,Gilbert,Allain,Homme,Hétérosexuel.le,58,gilbert.allain.3185.8928@orange.fr,GilbertAllain28435680,66786b0a8a04bcbd2427a90c4482c619a4005f6cdf44b0432b91b69ff608d729,Nantes,France,cuisine,sport,animaux,180.6,62.2
125,Bernard,Bousquet,Homme,Homosexuel.le,54,bernard.bousquet.2579.2129@hotmail.fr,BernardBousquet5490691,c9c8d84a4949ebe9012ec2ba96b6f78cef5287e45a2319ae3013081286a895cc,Montpellier,France,yoga,randonnée,jeux vidéo,169.5,67.2
126,Lucas,Marin,Non-binaire,Hétérosexuel.le,63,lucas.marin.2039.4407@sfr.fr,LucasMarin8985873,51cc8eb32969cda53fca26590aca0761b78db80fee8f1ac5f3be408f60cbca8d,Bordeaux,France,yoga,musique,,173.7,77.8
127,Aurélie,Schmitt,Femme,Hétérosexuel.le,63,aurélie.schmitt.9123.7728@orange.fr,AurélieSchmitt70502544,a8ef848c5474c2e969b081fbd7720ff295256258d1139d674601855df020e593,Montpellier,France,animaux,théâtre,,150.3,84.3
128,Manon,Da Costa,Femme,Hétérosexuel.le,65,manon.da costa.8139.320@ifrance.com,ManonDa Costa2604480,5430297ca35eff7a58f2c7a83bee0a846478c5b193d4498b7956a2cfcc10c43a,Nice,France,jeux vidéo,,,157.1,61.6
129,Paul,Clément,Homme,Homosexuel.le,41,paul.clément.7978.6270@free.fr,PaulClément50022060,f1c5906cfb8c27c09010e25c3f75708ce44770c008aefa4457fdc5d0336badaf,Nantes,France,musique,,,168.6,87.9
130,Cetin,Drubin,Homme,Homosexuel.le,51,cetin.drubin.5225.5674@hotmail.de,CetinDrubin29646650,f26a67856f42f7caeadc5dfd5d2e8e083b1642c7c398cdfb6cf47f61fc05f11c,Hambourg,Allemagne,cuisine,soirées,voyage,190.9,65.3
131,Fermín,Portillo,Non-binaire,Hétérosexuel.le,46,fermín.portillo.9854.1467@hotmail.com,FermínPortillo14455818,f0d84c798dbe05b31d9f322d75344d388a737d0dfeeb0b35f5f7e5d15c0c8adf,Séville,Espagne,dessin,soirées,,182.9,95.7
132,Philippe,Richard,Homme,Hétérosexuel.le,47,philippe.richard.4937.546@laposte.net,PhilippeRichard2695602,6a6237ac174de8e6ee27198c563e75107ff39ee2f5db1cc4bcaad307af6acef4,Paris,France,voyage,,,192.9,90.4
133,Éric,Olivier,Homme,Hétérosexuel.le,30,éric.olivier.5732.843@wanadoo.fr,ÉricOlivier4832076,15f732cabffb2b0935f12469469f085c49ff6cb6700d2e563e90523bec535a39,Lille,France,soirées,cuisine,photographie,177.6,88.1
134,Hortense,Grondin,Femme,Hétérosexuel.le,30,hortense.grondin.5479.9719@noos.fr,HortenseGrondin53250401,64ebaa7417b1429c317e14a8f19412df81ee24139bc499188bbc6e00aa00b878,Lille,France,yoga,randonnée,jeux vidéo,150.5,73.7
135,Théophile,Hebert,Homme,Hétérosexuel.le,63,théophile.hebert.8864.7790@orange.fr,ThéophileHebert69050560,d8a5931eac39fce6710a9a6365d430de32462b070f2e8a57b69c05571fc4a7ee,Marseille,France,yoga,,,179.3,91.1
136,Antoine,Adam,Homme,Homosexuel.le,39,antoine.adam.2279.7561@tele2.fr,AntoineAdam17231519,299473189a2df1decfd3a2e1c64cae28b6d633cd698906186e766ac1359853a2,Lille,France,théâtre,yoga,,185.3,89.5
137,Andrée,Perez,Femme,Autre,26,andrée.perez.6956.2428@hotmail.fr,AndréePerez16889168,00813d5931b6d81f8ca8b1723b18c8cd96265e1be878e15fb34e1f85ddf1bbe5,Nice,France,musique,,,160.4,87.2
138,Josette,Bourdon,Femme,Hétérosexuel.le,52,josette.bourdon.945.7689@club-internet.fr,JosetteBourdon7266105,4c5c9eeafa43c9d2ca4a19b3c8273281fd9f46b2b450fd54ee62aaa9a1ef40e2,Toulouse,France,sport,,,158.9,56.9
139,François,Bigot,Homme,Hétérosexuel.le,42,françois.bigot.473.2967@sfr.fr,FrançoisBigot1403391,066cd0f7fcb2da1c0e81e43f2653f57958e1247a4cb608a34a94033acd80c0ec,Strasbourg,France,jeux vidéo,,,199.3,68.4
140,Monique,Marchal,Femme,Hétérosexuel.le,41,monique.marchal.9765.8849@yahoo.fr,MoniqueMarchal86410485,e8cf246eb01b6cbaf8b25ebfbc8bea10a5cdb3f2428aa5f18fb287c356f5f6dc,Marseille,France,cuisine,danse,randonnée,172.8,58.2
141,Emmanuel,Imbert,Homme,Homosexuel.le,19,emmanuel.imbert.206.8875@hotmail.fr,EmmanuelImbert1828250,8fcf907db7298edc63a5cf68557ea4673be0b670848c17436ac06c2e8c6884d8,Lille,France,dessin,,,195.3,61.5
142,Sébastien,Pascal,Homme,Hétérosexuel.le,50,sébastien.pascal.7534.6201@orange.fr,SébastienPascal46718334,91ecc750b9ffe20a20701b35b93ce01db8f79040e467627024ff5f14ffaddd86,Bordeaux,France,cuisine,jeu de société,,199.4,97.7
143,Margaux,Chevalier,Femme,Hétérosexuel.le,40,margaux.chevalier.8787.5340@bouygtel.fr,MargauxChevalier46922580,22dbe1fed8bba9f694a4d583b2a0d0ab841d7ec856e7213726824fad0cdeb71b,Nantes,France,randonnée,yoga,,165.2,61.4
144,Stéphane,Durand,Homme,Homosexuel.le,37,stéphane.durand.6918.2062@yahoo.fr,StéphaneDurand14264916,79e8c39dc09b6293c0bd32d1101e28bce4d10a602d690adb103b89de929b8a9d,Nice,France,randonnée,,,184.1,109.5
145,André,Duval,Homme,Homosexuel.le,47,andré.duval.6377.6601@tele2.fr,AndréDuval42094577,0ad05e17c8b37d3786a8b85d6d8f51eda20fc1d8d6fab33e11eafcf03a53f49d,Strasbourg,France,voyage,photographie,,173.6,102.3
146,Isaac,Sanchez,Homme,Hétérosexuel.le,28,isaac.sanchez.6979.1210@wanadoo.fr,IsaacSanchez8444590,05549feb24af9b85eeb8b0ef4e1f59d2fc05436c8dd9c539ebd5104e57cb82a5,Lyon,France,sport,voyage,,199.4,63.9
147,Fidel,Gilabert,Homme,Homosexuel.le,49,fidel.gilabert.4865.5257@gmail.com,FidelGilabert25575305,3ee5ffcaeeeecbb8c9063a37441e5525fff42432a039e7faf5cc1a1997d395c3,Madrid,Espagne,photographie,musique,,179.2,61.0
148,Suzanne,Gaudin,Non-binaire,Homosexuel.le,61,suzanne.gaudin.3744.89@laposte.net,SuzanneGaudin333216,d54ea2bcafc7a7ac6dec04f8a20758724c11de024f7d3e2d2cfc6e558645d21e,Strasbourg,France,cinéma,musique,,155.5,91.1
149,Pierre,Leroy,Homme,Hétérosexuel.le,19,pierre.leroy.5226.810@club-internet.fr,PierreLeroy4233060,3e8ce8f86af3aeaa58eb414f30126783d14127821089786d948d054946e53c7f,Nice,France,cinéma,soirées,,176.4,75.3
150,Sophie,Gaudin,Femme,Autre,55,sophie.gaudin.9615.8478@hotmail.fr,SophieGaudin81515970,32218f46dfabc8830a7f190d7b38111fc27649dc6e324a410b5473013c655f25,Strasbourg,France,sport,,,184.0,60.1
151,Émile,Parent,Homme,Hétérosexuel.le,56,émile.parent.8883.2871@gmail.com,ÉmileParent25503093,7b7003a6969f22a6f487aef7cd2378fdc75aa41f2d48e3f52d217c6b089d34c9,Nice,France,yoga,,,193.1,62.8
152,Frédéric,Martineau,Homme,Hétérosexuel.le,19,frédéric.martineau.4012.3248@ifrance.com,FrédéricMartineau13030976,418b7dbb25176775c2e543b1f1cac0a00c75ca405d5f7b5320a48efd1f08b299,Nice,France,soirées,yoga,théâtre,190.9,95.0
153,Jérôme,Rousset,Homme,Hétérosexuel.le,19,jérôme.rousset.3998.6324@hotmail.fr,JérômeRousset25283352,715f522f6e479e6db45f476df215f5b635f931b9b2fe6b087bc0cd3e68c714bf,Nantes,France,voyage,photographie,animaux,189.3,107.3
154,Michèle,Faivre,Femme,Hétérosexuel.le,56,michèle.faivre.1769.480@gmail.com,MichèleFaivre849120,e6c8b72b0ffbf014d47c2f4d56a2b94a57e283497b5523e6b032502838bf5f78,Nantes,France,randonnée,yoga,,168.5,88.3
155,Léon,Lecoq,Homme,Hétérosexuel.le,29,léon.lecoq.3515.1258@club-internet.fr,LéonLecoq4421870,600f0c3e3ac66cfd9af5d0616d6b9db71759ea7d1da8cddb792f52c4cdd732d2,Marseille,France,animaux,voyage,,166.3,64.8
156,Philippe,Lamy,Non-binaire,Homosexuel.le,48,philippe.lamy.7866.8893@dbmail.com,PhilippeLamy69952338,f386b2d5c4a151e949f6021103ac56002453184dd14c363820ecc1abbb39b440,Marseille,France,danse,,,167.2,98.8
157,Aurélie,Thibault,Femme,Hétérosexuel.le,25,aurélie.thibault.9504.8471@sfr.fr,AurélieThibault80508384,ab761e388ebd18a291653883e13d674497d21355e24f3075395a0f8f397ebc22,Strasbourg,France,lecture,danse,soirées,181.4,47.3
158,Maryse,Perrier,Femme,Hétérosexuel.le,21,maryse.perrier.5787.8256@free.fr,MarysePerrier47777472,81e4e6ab825552d8088c78231044297cacfa9d4e7072fc5626fca19f8a565a36,Bordeaux,France,animaux,,,160.4,82.2
159,Audrey,Garcia,Autre,Homosexuel.le,28,audrey.garcia.3901.2060@sfr.fr,AudreyGarcia8036060,b2bf295676cf5b9811cd4cdc2a512f2f778e876d9a81c5d55c2f3b310744205f,Lyon,France,randonnée,,,165.2,80.1
160,Tristan,Hernandez,Non-binaire,Hétérosexuel.le,38,tristan.hernandez.6935.2106@bouygtel.fr,TristanHernandez14605110,6a014ad093f64068a14966dad5c5789a0884df2d9602f618701f8430da7ed249,Nice,France,cuisine,animaux,,157.3,89.9
161,Renée,Guibert,Femme,Hétérosexuel.le,32,renée.guibert.2648.3465@bouygtel.fr,RenéeGuibert9175320,ebd5f81c206de2ef64811c38826d45741a9afee6eee5c6653162bffaa3b19686,Nantes,France,animaux,sport,cinéma,169.9,62.3
162,Madeleine,Foucher,Femme,Homosexuel.le,33,madeleine.foucher.9600.7639@hotmail.fr,MadeleineFoucher73334400,2de7d56936be93a340f7fcf6378d96a832af557fc0d2587f3282603eec0f9b0b,Toulouse,France,jeu de société,,,181.2,60.2
163,Christine,Humbert,Femme,Homosexuel.le,44,christine.humbert.2547.8776@tiscali.fr,ChristineHumbert22352472,42276a62711098334337a73101edb87d69d687a3b6171f1570834fd922f528b7,Nantes,France,lecture,cuisine,,180.4,72.6
164,Alex,Antoine,Femme,Hétérosexuel.le,34,alex.antoine.1300.6465@voila.fr,AlexAntoine8404500,70c75b2fff6be547ac0eea3087376912948f76e19eed5e7c71eadd695ac4735d,Bordeaux,France,danse,animaux,musique,180.8,50.9
165,Sabine,Lévy,Femme,Hétérosexuel.le,39,sabine.lévy.6655.3258@ifrance.com,SabineLévy21681990,84e2907374b2b57b2aeb581617708f4d836f70cff8e34f39d7625000f889651f,Paris,France,dessin,,,167.0,84.4
166,Michelle,Lopes,Femme,Hétérosexuel.le,33,michelle.lopes.4368.6645@laposte.net,MichelleLopes29025360,442a6b75f7014c5d46441c65d2a63d9f8492e30f0db21cd60397c1dafe257fdd,Paris,France,animaux,sport,cinéma,163.5,54.4
167,Andrea,Bender,Femme,Hétérosexuel.le,39,andrea.bender.4712.1649@googlemail.com,AndreaBender7770088,82af525b89c64034a0e656012958ac76c20f15d9412259f8bc024005b49add97,Hanovre,Allemagne,photographie,jeux vidéo,animaux,184.3,68.3
168,Gabriel,Delaunay,Homme,Hétérosexuel.le,64,gabriel.delaunay.7749.9521@gmail.com,GabrielDelaunay73778229,90bad961253588223e91c202fee220fa9c98149b9b6280e9dcec37570be04787,Lille,France,jeux vidéo,,,196.4,92.9
169,Raphaela,Klotz,Femme,Hétérosexuel.le,45,raphaela.klotz.3675.8186@aol.de,RaphaelaKlotz30083550,f54730d06ea28adf2e6e666ecaf070b29f74d1fe7e483b4092f7426bd0af7cb7,Munich,Allemagne,jeu de société,musique,,174.1,69.4
170,Auguste,Maillot,Homme,Hétérosexuel.le,38,auguste.maillot.186.7602@laposte.net,AugusteMaillot1413972,1868b3b18043b4e5f0b8235bf64bf64d5838f096813d7c6c8affe6285ce5bf6c,Toulouse,France,animaux,,,194.0,91.4
171,Adrienne,Toussaint,Femme,Hétérosexuel.le,26,adrienne.toussaint.8116.4191@tele2.fr,AdrienneToussaint34014156,0165ba7874b1d371b02eee0c49c52cd120be10d316c5e7e1bf7c09530fc8942a,Montpellier,France,jeu de société,musique,cinéma,181.6,57.2
172,Christine,Cousin,Non-binaire,Hétérosexuel.le,26,christine.cousin.4129.8261@yahoo.fr,ChristineCousin34109669,91e9459ae091cc686acadb919833513e6461625d0489d22cd7017828847ff273,Marseille,France,photographie,,,152.6,61.5
173,Alfred,Gonzalez,Homme,Hétérosexuel.le,61,alfred.gonzalez.3340.102@bouygtel.fr,AlfredGonzalez340680,dac9b8246d39b092a14de49091d0ec238b618ad44169b8ac7a7affbad7ab9c01,Nice,France,danse,cinéma,,199.9,84.8
174,Emmanuel,Goncalves,Homme,Hétérosexuel.le,31,emmanuel.goncalves.1081.7982@tele2.fr,EmmanuelGoncalves8628542,4cc6100d1bc759eea6f5c7eb175c3b5bb31101857e49dd465f0039c7092f5de8,Montpellier,France,musique,animaux,,184.2,94.0
175,Frédérique,Colas,Femme,Hétérosexuel.le,30,frédérique.colas.1676.2075@voila.fr,FrédériqueColas3477700,15828f7c92c70907d85fa24106aab9ee9b01c8749364a1c279226253e1499034,Toulouse,France,jeu de société,,,172.8,83.3
176,Nico,Broggini,Homme,Homosexuel.le,57,nico.broggini.3133.5672@hotmail.com,NicoBroggini17770376,9edd0d848e105b89c10102a16b2ab1bfe87bb2a068220b46dfdb7c161b37433b,Venise,Italie,musique,,,165.2,60.8
177,Robert,Sauvage,Homme,Hétérosexuel.le,53,robert.sauvage.2361.2881@orange.fr,RobertSauvage6802041,4e069d58f5d43bbd1207d2e0121c1536b4e9c6535410f89ce260b8c018bc355a,Montpellier,France,voyage,yoga,,172.2,93.2
178,Eugène,Benoit,Homme,Hétérosexuel.le,22,eugène.benoit.6425.5965@dbmail.com,EugèneBenoit38325125,ec0f7524d93bdd0371d4a29bf27a21ba00dfcedf1e53e659ec85397a09f6115f,Nantes,France,jeu de société,,,192.3,79.5
179,Suzanne,Lombard,Femme,Hétérosexuel.le,42,suzanne.lombard.493.1628@ifrance.com,SuzanneLombard802604,4bc76436d4eb03dd782885b158a2c27460d17b4f4b7457bf16fde6fdb9843173,Marseille,France,yoga,,,164.2,48.9
180,Tristan,Lebrun,Homme,Hétérosexuel.le,39,tristan.lebrun.27.2583@voila.fr,TristanLebrun69741,e258161dd737a203139309757e2e9b897d23552c21cc14529b9b64df82f6e3ca,Strasbourg,France,cuisine,,,173.9,77.8
181,Jean,Merle,Homme,Homosexuel.le,45,jean.merle.3713.3050@tiscali.fr,JeanMerle11324650,f4b6b9dcc468baca4d3e879add30cf32f98544ab88de14cded02d764e512ee87,Toulouse,France,photographie,voyage,dessin,177.1,70.4
182,Jeanne,Lemoine,Femme,Hétérosexuel.le,42,jeanne.lemoine.5881.7025@free.fr,JeanneLemoine41314025,4dfe6b7c71562f545adc4ae4dcaa8939584b7050a1051c459b73f5aa56f8adbf,Toulouse,France,yoga,soirées,voyage,153.3,90.0
183,Laure,Bernard,Femme,Hétérosexuel.le,47,laure.bernard.9443.9447@tiscali.fr,LaureBernard89208021,76cfb8a97bcbabd571b61bdcdec914f2af2389ab00b83e3f1026302f6c3eeecb,Toulouse,France,soirées,,,165.7,56.8
184,Marie,Lemonnier,Femme,Homosexuel.le,24,marie.lemonnier.6286.5490@tele2.fr,MarieLemonnier34510140,1b07ff7c78887ae95a22106d19e65c5392c613bd8661d22123aa2dedbde31405,Marseille,France,cuisine,yoga,danse,174.4,67.5
185,Gabrielle,Maurice,Femme,Hétérosexuel.le,40,gabrielle.maurice.2353.7072@tele2.fr,GabrielleMaurice16640416,0ad1fd13df2772b932a69fc55758a13212d292825b079cc665bae5450fd330f2,Paris,France,danse,dessin,photographie,155.6,87.8
186,Amélie,Allain,Femme,Hétérosexuel.le,29,amélie.allain.751.594@gmail.com,AmélieAllain446094,af437e41121a634cc8ebe3d22883247645502df520cc5395be10bc1f1555a399,Marseille,France,jeux vidéo,danse,,155.2,48.2
187,Léon,Le Roux,Homme,Hétérosexuel.le,59,léon.le roux.6968.2108@hotmail.fr,LéonLe Roux14688544,0253da7f3246770b272c34dfac169ba19a9e38a271ce14388c087416f6464104,Montpellier,France,dessin,jeux vidéo,,165.4,88.6
188,Laurence,Bernier,Femme,Hétérosexuel.le,58,laurence.bernier.5423.7963@gmail.com,LaurenceBernier43183349,0bfe36fa31fa2a517d234fd8396615ff6db5c8197b4396606fa07a02c72b9c48,Paris,France,yoga,dessin,jeu de société,160.2,52.3
189,Guy,Leduc,Homme,Hétérosexuel.le,43,guy.leduc.5345.1099@wanadoo.fr,GuyLeduc5874155,6879680fbed33d4279460e50b28623154f604e0af28d302448fb51e9578f7f6a,Lyon,France,animaux,,,193.4,85.9
190,Maryse,Picard,Femme,Homosexuel.le,49,maryse.picard.9851.6819@laposte.net,MarysePicard67173969,718686f53bdeee20ef03621e9ad5e7900daf41d0d404d7582cbba0bf8fc4765f,Toulouse,France,jeux vidéo,,,158.0,48.5
191,Nicole,Bouvier,Non-binaire,Hétérosexuel.le,24,nicole.bouvier.6591.1324@dbmail.com,NicoleBouvier8726484,703bd0521c502393d0a84d60eeff2e343c84167c4936d3ed911ae7f61f6801a3,Marseille,France,yoga,jeu de société,voyage,151.7,73.2
192,Luce,Pons,Femme,Hétérosexuel.le,58,luce.pons.160.1182@orange.fr,LucePons189120,3b7eaee0ca9acbcc47c2cd2d3a1d97f1fbcf5b612e5273a30c44cc25912f0054,Paris,France,soirées,danse,,179.0,66.9
193,Gemma,Badoer,Femme,Hétérosexuel.le,41,gemma.badoer.4440.4895@outlook.com,GemmaBadoer21733800,5983bd8e3164175d174b7c52c88594477f548ec2d8b79b973f21397ce23f2bdb,Venise,Italie,danse,soirées,cinéma,182.2,69.6
194,Patricia,Lamy,Femme,Autre,61,patricia.lamy.583.2985@yahoo.fr,PatriciaLamy1740255,97aae7457ef72b2cdc228eb3777432900f327329d29cc3bcd0bbff91137d7f64,Montpellier,France,sport,lecture,musique,182.1,70.2
195,Clémence,Joly,Femme,Autre,18,clémence.joly.6319.3303@club-internet.fr,ClémenceJoly20871657,762eca1df059c536a85eab0a4e86690bc6db4a5083496fa2728e9b3dfbd03545,Toulouse,France,randonnée,jeu de société,soirées,179.4,68.9
196,Éléonore,Roy,Femme,Hétérosexuel.le,30,éléonore.roy.6570.9790@laposte.net,ÉléonoreRoy64320300,4fe6cba15adff0c9be5f43e1a8074ea3af00995abfefab50e32362a859bec3f9,Lyon,France,dessin,voyage,théâtre,174.3,47.5
197,Franck,Barbe,Homme,Hétérosexuel.le,49,franck.barbe.7437.754@noos.fr,FranckBarbe5607498,aa799b471eedccdd9246049bb3aecbc7e1bd39f15926a43262a18dfbdc150dde,Lille,France,yoga,théâtre,musique,169.5,101.9
198,Sébastien,Blanchard,Homme,Hétérosexuel.le,24,sébastien.blanchard.5358.2786@ifrance.com,SébastienBlanchard14927388,d46ce9e5dfa9f53f4d387abaa64533ed099ef7cb4bfd614f3d695e67eb79cbb8,Marseille,France,animaux,yoga,,189.2,103.2
199,André,Fernandes,Homme,Hétérosexuel.le,29,andré.fernandes.4480.2677@dbmail.com,AndréFernandes11992960,0bbe3475b8af31197ead3c6bc58af8025814772660372dd62c3062e612d985da,Lyon,France,jeux vidéo,voyage,,167.4,84.0
200,Gail,Flynn,Femme,Homosexuel.le,43,gail.flynn.1934.8035@hotmail.co.uk,GailFlynn15539690,e2b0d00894fdbfd580d7d60fe64e8b9aa21d0523f9ec479f13252a7ee10332c2,Manchester,Royaume-Uni,soirées,,,183.5,50.0
201,Benoît,Auger,Homme,Homosexuel.le,48,benoît.auger.8534.7842@hotmail.fr,BenoîtAuger66923628,cfd86e711e388e7b0633f421894bd2cc21ed158fb8f16c47e48fa19bf3a2d5c7,Nantes,France,animaux,,,165.8,104.9
202,Natalie,Evans,Autre,Hétérosexuel.le,18,natalie.evans.9801.1943@outlook.com,NatalieEvans19043343,9b0a4be4eddd73124a997da6325a85b8543f3882799d55b9aeb227275e4047cc,Oxford,Royaume-Uni,photographie,randonnée,dessin,170.8,58.3
203,Honoré,Poulain,Homme,Hétérosexuel.le,50,honoré.poulain.8969.2679@voila.fr,HonoréPoulain24027951,40a08c240124b020b6b2ff3b4d640b0bc0130f6667af4b0017401967d87b37e0,Paris,France,jeu de société,,,171.5,74.8
204,Yves,Delattre,Homme,Homosexuel.le,39,yves.delattre.7675.9987@live.com,YvesDelattre76650225,b09e04b34f16efb6d6efad832a908c9ef0a683116c518f2e6829bb0023c48994,Lyon,France,soirées,,,182.3,63.3
205,Thomas,Pruvost,Homme,Hétérosexuel.le,23,thomas.pruvost.7987.2651@club-internet.fr,ThomasPruvost21173537,f10c11e94961041da04661dd504ce49c3407a6b9edfc90503ed7516eea7bf275,Bordeaux,France,randonnée,,,175.0,95.9
206,Cynthia,Graham,Femme,Hétérosexuel.le,44,cynthia.graham.9800.9168@yahoo.com,CynthiaGraham89846400,e270433d7d30248dd38b285afd21123be8283d92d29b9d38bde67ba053c255c7,Miami,États-Unis,cinéma,,,182.1,57.1
207,Roland,Étienne,Homme,Hétérosexuel.le,23,roland.étienne.45.4757@voila.fr,RolandÉtienne214065,13196694abcc9894def1c26df3363ba773881aa7ea9b2dc46ac5c14566a3080d,Lyon,France,théâtre,animaux,,182.8,94.6
208,Emmanuelle,Thibault,Femme,Homosexuel.le,55,emmanuelle.thibault.1494.1022@live.com,EmmanuelleThibault1526868,6658e3e71e88e9bea7a2608338671118cc292fba980a3d28b1838a0cb8c3bcd9,Lille,France,dessin,cinéma,lecture,183.1,60.6
209,Gilbert,Traore,Homme,Autre,44,gilbert.traore.4032.6477@hotmail.fr,GilbertTraore26115264,005e21338f8e666c81a7d3776f8fbf5fcfe1008e806bcfe3f5b035dd5c429f92,Lille,France,cuisine,soirées,,178.3,66.3
210,Laurent,Brunet,Homme,Hétérosexuel.le,28,laurent.brunet.2795.3404@free.fr,LaurentBrunet9514180,e5b5fc518fc401520431949ecedd18c7f9ed66ff2cd040b68344fa92843db477,Lille,France,randonnée,,,188.0,78.9
211,Feliciana,Avilés,Femme,Hétérosexuel.le,43,feliciana.avilés.1823.2111@hotmail.com,FelicianaAvilés3848353,809cba620a7f7f2a3179502aee03d11a7fa04962a4db16f606d485eca86a0aa0,Málaga,Espagne,voyage,yoga,sport,168.0,82.7
212,Jeanne,Joseph,Femme,Hétérosexuel.le,59,jeanne.joseph.6443.9388@live.com,JeanneJoseph60486884,a876bd45c728cb94da0ac0c29e5d357b33a9818fe31a50e803dd998bb7faaa50,Toulouse,France,jeu de société,randonnée,lecture,160.0,85.0
